repo	deployment_id	sha	ref	deployment_created_at	deployment_updated_at	latest_status	status_created_at	deploy_at	environment_url	log_url	creator_login	pages_url	pages_cname	pages_build_type	pages_source_branch
louispaulet/simple_city_builder	4681396390	4475f2441bb97d2336a46a9bf62178952363cdfc	gh-pages	2026-05-13T21:42:12Z	2026-05-13T21:46:55Z	inactive	2026-05-13T21:46:55Z	2026-05-13T21:42:31Z	https://louispaulet.github.io/simple_city_builder/	https://github.com/louispaulet/simple_city_builder/actions/runs/25828079752/job/75886281460	louispaulet	http://city-builder.thefrenchartist.dev/	city-builder.thefrenchartist.dev	legacy	gh-pages
louispaulet/simple_city_builder	4681284437	c377d5959fdd42f1a8e38df5e62ab8fd122fde1b	gh-pages	2026-05-13T21:30:50Z	2026-05-13T21:42:32Z	inactive	2026-05-13T21:42:32Z	2026-05-13T21:31:03Z	https://louispaulet.github.io/simple_city_builder/	https://github.com/louispaulet/simple_city_builder/actions/runs/25827554839/job/75884520792	louispaulet	http://city-builder.thefrenchartist.dev/	city-builder.thefrenchartist.dev	legacy	gh-pages
louispaulet/fraud_tinder	4679282328	cdf79b515a27582e5be2c67e31b164fe137ba8c6	gh-pages	2026-05-13T18:26:05Z	2026-05-25T20:17:52Z	inactive	2026-05-25T20:17:52Z	2026-05-13T18:26:25Z	https://louispaulet.github.io/fraud_tinder/	https://github.com/louispaulet/fraud_tinder/actions/runs/25818344597/job/75852764987	louispaulet	https://louispaulet.github.io/fraud_tinder/		legacy	gh-pages
louispaulet/fraud_tinder	4667905653	d0ec932fb6d134cc7a7babbc2301f12b32e93f00	gh-pages	2026-05-12T22:15:09Z	2026-05-13T18:26:26Z	inactive	2026-05-13T18:26:26Z	2026-05-12T22:15:24Z	https://louispaulet.github.io/fraud_tinder/	https://github.com/louispaulet/fraud_tinder/actions/runs/25765376931/job/75676583476	louispaulet	https://louispaulet.github.io/fraud_tinder/		legacy	gh-pages
louispaulet/images_on_a_map	4564781277	573f84368a40435c75d0fd4df9ae8268deecd8df	main	2026-05-03T23:10:33Z	2026-05-25T20:15:54Z	inactive	2026-05-25T20:15:54Z	2026-05-03T23:10:46Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25293522991/job/74148747383	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564772177	573f84368a40435c75d0fd4df9ae8268deecd8df	main	2026-05-03T23:08:28Z	2026-05-03T23:10:47Z	inactive	2026-05-03T23:10:47Z	2026-05-03T23:08:42Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25293479585/job/74148640010	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564755707	f09480fae7732e7196ec40d68f509966d0560881	main	2026-05-03T23:04:46Z	2026-05-03T23:08:42Z	inactive	2026-05-03T23:08:42Z	2026-05-03T23:05:05Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25293399264/job/74148452333	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564730174	39aa9243b2f66cc447feffdd20815a8ff023e945	main	2026-05-03T22:59:12Z	2026-05-03T23:05:05Z	inactive	2026-05-03T23:05:05Z	2026-05-03T22:59:33Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25293281175/job/74148164460	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564670409	f9285e3fad3d5f2c5796adf5865a1df1e8038d3b	main	2026-05-03T22:46:03Z	2026-05-03T22:59:33Z	inactive	2026-05-03T22:59:33Z	2026-05-03T22:46:21Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25293008846/job/74147528296	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564638680	f9285e3fad3d5f2c5796adf5865a1df1e8038d3b	main	2026-05-03T22:39:17Z	2026-05-03T22:46:22Z	inactive	2026-05-03T22:46:22Z	2026-05-03T22:39:37Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25292862173/job/74147178479	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564551276	ede7fe0967e3a83a72f30bfe0f4395dca7b86a02	main	2026-05-03T22:20:59Z	2026-05-03T22:39:38Z	inactive	2026-05-03T22:39:38Z	2026-05-03T22:21:12Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25292473045/job/74146232625	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564508739	d88eb46a41562642a333226deb6859b9b9ab70b4	main	2026-05-03T22:13:42Z	2026-05-03T22:21:13Z	inactive	2026-05-03T22:21:12Z	2026-05-03T22:13:57Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25292314694/job/74145830252	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564496263	918c42b913bf190bbebda7cf3d72ea4f52cd2171	main	2026-05-03T22:11:17Z	2026-05-03T22:13:58Z	inactive	2026-05-03T22:13:58Z	2026-05-03T22:11:32Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25292261252/job/74145698098	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564474552	918c42b913bf190bbebda7cf3d72ea4f52cd2171	main	2026-05-03T22:06:54Z	2026-05-03T22:11:33Z	inactive	2026-05-03T22:11:33Z	2026-05-03T22:07:06Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25292155740/job/74145465275	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4564435745	3f7eada6ab516cfc93bd2d1a04e0a7c0c19135f7	main	2026-05-03T21:59:08Z	2026-05-03T22:07:07Z	inactive	2026-05-03T22:07:07Z	2026-05-03T21:59:23Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25291972986/job/74145027107	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4562751564	0596fd2d6c6270d89392e8faa62e921b7b680238	main	2026-05-03T16:55:26Z	2026-05-03T21:59:23Z	inactive	2026-05-03T21:59:23Z	2026-05-03T16:55:40Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25285111244/job/74128313399	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4562137267	0596fd2d6c6270d89392e8faa62e921b7b680238	main	2026-05-03T15:08:44Z	2026-05-03T16:55:41Z	inactive	2026-05-03T16:55:41Z	2026-05-03T15:08:58Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25282693689/job/74122351251	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4562130608	0596fd2d6c6270d89392e8faa62e921b7b680238	main	2026-05-03T15:07:26Z	2026-05-03T15:08:58Z	inactive	2026-05-03T15:08:58Z	2026-05-03T15:07:41Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25282662449/job/74122279097	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4562066504	0465b9fc4eedc3b17c4816565bd7f3466e4d6386	main	2026-05-03T14:55:37Z	2026-05-03T15:07:42Z	inactive	2026-05-03T15:07:42Z	2026-05-03T14:55:52Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25282416809/job/74121637847	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4562019240	66a574b5f025df6f88e0d5b8b1cf0ee79bb8b069	main	2026-05-03T14:46:56Z	2026-05-03T14:55:53Z	inactive	2026-05-03T14:55:52Z	2026-05-03T14:47:10Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25282218093/job/74121163969	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4562000409	66a574b5f025df6f88e0d5b8b1cf0ee79bb8b069	main	2026-05-03T14:43:34Z	2026-05-03T14:47:10Z	inactive	2026-05-03T14:47:10Z	2026-05-03T14:43:46Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25282140608/job/74120973553	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4561528139	d15c6006a4f08fb731370d1add3f792210a5ae04	main	2026-05-03T13:15:01Z	2026-05-03T14:43:47Z	inactive	2026-05-03T14:43:47Z	2026-05-03T13:15:16Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25280167113/job/74116135396	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4561335248	cdbba7fb3d9add488bad93593f86baa62cacfd47	main	2026-05-03T12:35:26Z	2026-05-03T13:15:16Z	inactive	2026-05-03T13:15:16Z	2026-05-03T12:35:41Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25279317138/job/74114056255	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4561281148	7a3c9304b03cdd55b66fa3e8242fab4c75f07fd9	main	2026-05-03T12:25:07Z	2026-05-03T12:35:42Z	inactive	2026-05-03T12:35:42Z	2026-05-03T12:25:23Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25279098296/job/74113498967	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4561239975	461df6b56ef7a87f8e7a8fe4103746bae9d24023	main	2026-05-03T12:17:02Z	2026-05-03T12:25:24Z	inactive	2026-05-03T12:25:24Z	2026-05-03T12:17:15Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25278927777/job/74113060000	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4561239180	1d32da4c626804c708438911b15ccce14ee0147d	gh-pages	2026-05-03T12:16:52Z	2026-05-03T12:17:15Z	inactive	2026-05-03T12:17:15Z	2026-05-03T12:17:10Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25278931504/job/74113052026	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/images_on_a_map	4561194849	d6b3bdfc62822f883ff5b5ab446a82ddeddd6c45	main	2026-05-03T12:08:19Z	2026-05-03T12:17:11Z	inactive	2026-05-03T12:17:11Z	2026-05-03T12:08:33Z	https://facemap.thefrenchartist.dev/	https://github.com/louispaulet/images_on_a_map/actions/runs/25278742828/job/74112585582	louispaulet	https://facemap.thefrenchartist.dev/	facemap.thefrenchartist.dev	workflow	gh-pages
louispaulet/menu_display_2	4552055084	93fa630df383f7940d8427e017016a5538a97398	gh-pages	2026-05-02T00:49:47Z	2026-05-25T20:16:50Z	inactive	2026-05-25T20:16:50Z	2026-05-02T00:50:06Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25239525327/job/74012647093	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4551885280	6a7c75eaa061271d0f35fffe7be789b8479869f3	gh-pages	2026-05-02T00:12:32Z	2026-05-02T00:50:07Z	inactive	2026-05-02T00:50:07Z	2026-05-02T00:12:47Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25238669995/job/74010100941	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4551736174	50c555ec4f7cf6763db28f16b2dac11308192ccb	gh-pages	2026-05-01T23:40:48Z	2026-05-02T00:12:51Z	inactive	2026-05-02T00:12:51Z	2026-05-01T23:41:07Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25237889520/job/74007850154	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4551627569	0961d18a59c4c0f4e24df64ce6287108322fd6e9	gh-pages	2026-05-01T23:19:35Z	2026-05-01T23:41:07Z	inactive	2026-05-01T23:41:07Z	2026-05-01T23:19:54Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25237329093/job/74006228894	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4550668943	ea6da75dde6bde03e12d11835cdc4deb90df7c46	gh-pages	2026-05-01T20:51:23Z	2026-05-01T23:19:55Z	inactive	2026-05-01T23:19:55Z	2026-05-01T20:51:43Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25232605587/job/73991534999	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4550645207	045cef578d31534f4d7990fcedb799cbcc7045a3	gh-pages	2026-05-01T20:48:11Z	2026-05-01T20:51:43Z	inactive	2026-05-01T20:51:43Z	2026-05-01T20:48:31Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25232489162/job/73991153607	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4550594501	2362d6edd57c20b967f3b329e6849968332ca019	gh-pages	2026-05-01T20:41:27Z	2026-05-01T20:48:31Z	inactive	2026-05-01T20:48:31Z	2026-05-01T20:41:41Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25232234590/job/73990340103	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4550525163	d8886158e638b24a73e64d42da0cfc90d2f936de	gh-pages	2026-05-01T20:34:12Z	2026-05-01T20:41:42Z	inactive	2026-05-01T20:41:42Z	2026-05-01T20:34:27Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25231967934/job/73989455972	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4550427419	f0c1956efc750b362c17e68a5a71dec9c2e4cd9c	gh-pages	2026-05-01T20:22:42Z	2026-05-01T20:34:28Z	inactive	2026-05-01T20:34:28Z	2026-05-01T20:23:02Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25231526408/job/73988007642	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4550387147	0dd7f2c9a452541dc064a1761b60e8e1834f5bc6	gh-pages	2026-05-01T20:17:41Z	2026-05-01T20:23:03Z	inactive	2026-05-01T20:23:03Z	2026-05-01T20:18:02Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25231342154/job/73987377487	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4548909437	5414da4f7b2fbdf09758eab22228e7250279edff	gh-pages	2026-05-01T17:13:05Z	2026-05-01T20:18:03Z	inactive	2026-05-01T20:18:03Z	2026-05-01T17:13:19Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25224318365/job/73964052186	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4548429998	80cecafc6669f319cea471814c920a8a3ad0e218	gh-pages	2026-05-01T16:14:21Z	2026-05-01T17:13:20Z	inactive	2026-05-01T17:13:20Z	2026-05-01T16:14:41Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25222086799/job/73956602647	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4548413500	aff09fd3b1ad05f1c7b8487087982a6711c95bbd	gh-pages	2026-05-01T16:12:19Z	2026-05-01T16:14:42Z	inactive	2026-05-01T16:14:42Z	2026-05-01T16:12:39Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25222015119/job/73956353540	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4548149415	f74e836bb6a0e1ccb3627c8e4faed7876135125c	gh-pages	2026-05-01T15:40:46Z	2026-05-01T16:12:39Z	inactive	2026-05-01T16:12:39Z	2026-05-01T15:41:01Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25220815614/job/73952363440	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4548002038	9fbdced3e2bc4fead1c5edbc8ad4fcde347b3f99	gh-pages	2026-05-01T15:24:01Z	2026-05-01T15:41:02Z	inactive	2026-05-01T15:41:02Z	2026-05-01T15:24:33Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25220163685/job/73950185299	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4547971430	a9e44c0355b587687ca5d63567f405fa3f08f824	gh-pages	2026-05-01T15:20:35Z	2026-05-01T15:24:33Z	inactive	2026-05-01T15:24:33Z	2026-05-01T15:21:04Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25220026738/job/73949733453	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4546288051	b6b92c30723bf685d8ef1ada212ff27539bba928	gh-pages	2026-05-01T11:36:06Z	2026-05-01T15:21:05Z	inactive	2026-05-01T15:21:05Z	2026-05-01T11:36:21Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25212893004/job/73927063280	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4546066687	11987e2c3f29cbd90a57db4caf56c84c5434c1f3	gh-pages	2026-05-01T11:00:09Z	2026-05-01T11:36:22Z	inactive	2026-05-01T11:36:22Z	2026-05-01T11:00:22Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25211972328/job/73924356098	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4504526687	a3858c88c5ac1a82d1559ab9f993b077e732248f	gh-pages	2026-04-27T22:36:27Z	2026-05-01T11:00:23Z	inactive	2026-05-01T11:00:23Z	2026-04-27T22:36:40Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25023220423/job/73288499074	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/seamless-tester	4504371461	ca471726e0a2078509bc3fc5cca1eee597c7944f	gh-pages	2026-04-27T22:16:46Z	2026-05-25T20:17:05Z	inactive	2026-05-25T20:17:05Z	2026-04-27T22:17:00Z	https://seamless.thefrenchartist.dev/	https://github.com/louispaulet/seamless-tester/actions/runs/25022485004/job/73286102200	louispaulet	https://seamless.thefrenchartist.dev/	seamless.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4504269295	7dcf950ae4eab3d7f15ce96f319afdab7c5aa52a	gh-pages	2026-04-27T22:04:00Z	2026-04-27T22:36:41Z	inactive	2026-04-27T22:36:41Z	2026-04-27T22:04:14Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25021986127/job/73284476203	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/seamless-tester	4503827592	dcad69b636269e49b61765ac35467f2adc44264e	gh-pages	2026-04-27T21:13:01Z	2026-04-27T21:13:15Z	success	2026-04-27T21:13:15Z	2026-04-27T21:13:15Z	http://seamless.thefrenchartist.dev/	https://github.com/louispaulet/seamless-tester/actions/runs/25019832597/job/73277306090	louispaulet	https://seamless.thefrenchartist.dev/	seamless.thefrenchartist.dev	legacy	gh-pages
louispaulet/seamless-tester	4503813797	32f24b4340b45ed7afab2d35981c19a5a9e4c5d8	main	2026-04-27T21:11:29Z	2026-04-27T21:11:46Z	success	2026-04-27T21:11:46Z	2026-04-27T21:11:46Z	https://louispaulet.github.io/seamless-tester/	https://github.com/louispaulet/seamless-tester/actions/runs/25019762998/job/73277085376	louispaulet	https://seamless.thefrenchartist.dev/	seamless.thefrenchartist.dev	legacy	gh-pages
louispaulet/seamless-tester	4503796029	a50084ca930107fa342be07db6fd571d3e5536cf	main	2026-04-27T21:09:34Z	2026-04-27T21:11:47Z	inactive	2026-04-27T21:11:47Z	2026-04-27T21:09:51Z	https://louispaulet.github.io/seamless-tester/	https://github.com/louispaulet/seamless-tester/actions/runs/25019679197/job/73276793963	louispaulet	https://seamless.thefrenchartist.dev/	seamless.thefrenchartist.dev	legacy	gh-pages
louispaulet/seamless-tester	4502131703	12a882e00d9dc3b9b589d6a2ff87204c54aef426	main	2026-04-27T18:22:35Z	2026-04-27T21:09:52Z	inactive	2026-04-27T21:09:52Z	2026-04-27T18:22:49Z	https://louispaulet.github.io/seamless-tester/	https://github.com/louispaulet/seamless-tester/actions/runs/25012170151/job/73250543976	louispaulet	https://seamless.thefrenchartist.dev/	seamless.thefrenchartist.dev	legacy	gh-pages
louispaulet/seamless-tester	4502108932	35c8a9f76c1e958847baee00cb3ccb6f6891343e	main	2026-04-27T18:20:16Z	2026-04-27T18:22:49Z	inactive	2026-04-27T18:22:49Z	2026-04-27T18:20:33Z	https://louispaulet.github.io/seamless-tester/	https://github.com/louispaulet/seamless-tester/actions/runs/25012070435/job/73250192001	louispaulet	https://seamless.thefrenchartist.dev/	seamless.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4501421066	dcd710290e012a9a781519575a9fedc1dbefe5de	gh-pages	2026-04-27T17:09:37Z	2026-04-27T22:04:15Z	inactive	2026-04-27T22:04:15Z	2026-04-27T17:09:52Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/25008904081/job/73239216219	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4492030899	bb2daefa67c38f8c1edb2fea042880e85e5bee3f	gh-pages	2026-04-26T20:39:12Z	2026-04-27T17:09:53Z	inactive	2026-04-27T17:09:53Z	2026-04-26T20:39:25Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24966508128/job/73102166081	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491954498	2b32940e82af3f97af608d61e4907e2ef3f12815	gh-pages	2026-04-26T20:27:42Z	2026-04-26T20:39:26Z	inactive	2026-04-26T20:39:26Z	2026-04-26T20:27:55Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24966283151/job/73101547477	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491759769	aa479ebf5ca3164f8a077a21e9c300a6fac90145	gh-pages	2026-04-26T19:53:21Z	2026-04-26T20:27:55Z	inactive	2026-04-26T20:27:55Z	2026-04-26T19:53:36Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24965589615/job/73099717631	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491518488	c588130bd7f5492ddbba735c74fc8e799d10449b	gh-pages	2026-04-26T19:09:28Z	2026-04-26T19:53:37Z	inactive	2026-04-26T19:53:37Z	2026-04-26T19:09:44Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24964714025/job/73097421226	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491336553	200406a94185b7f5810907761145936d11e9ec37	gh-pages	2026-04-26T18:35:47Z	2026-04-26T19:09:44Z	inactive	2026-04-26T19:09:44Z	2026-04-26T18:36:04Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24964028091/job/73095602945	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491293609	d2dc10d48a6da04960c27f98b83f5cb91c323692	gh-pages	2026-04-26T18:28:06Z	2026-04-26T18:36:04Z	inactive	2026-04-26T18:36:04Z	2026-04-26T18:28:19Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24963874356/job/73095183506	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491270565	ff7f90c11d4c6188e1536cb77f08141730b07922	gh-pages	2026-04-26T18:24:10Z	2026-04-26T18:28:19Z	inactive	2026-04-26T18:28:19Z	2026-04-26T18:24:24Z	http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24963794503/job/73094967848	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
louispaulet/menu_display_2	4491267121	b9ad047f63f263b7ee3b2a0c3f0ef4d68fc5a057	gh-pages	2026-04-26T18:23:45Z	2026-04-26T18:23:46Z	error	2026-04-26T18:23:46Z		http://exquisite-menus.thefrenchartist.dev/	https://github.com/louispaulet/menu_display_2/actions/runs/24963785592/job/73094941805	louispaulet	http://exquisite-menus.thefrenchartist.dev/	exquisite-menus.thefrenchartist.dev	legacy	gh-pages
